id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0325,Brasil,27,M,Cataratas de Gocta,Amazonas,2025-11-03,8,2498.86,Avión
V0326,Brasil,30,M,Colca,Arequipa,2025-08-17,10,1166.85,Auto particular
V0327,México,30,F,Lago Titicaca,Puno,2025-05-15,3,4362.93,Auto particular
V0328,Alemania,34,F,Machu Picchu,Cusco,2025-11-10,14,4948.56,NA
V0329,Brasil,66,F,Islas Ballestas,Ica,2025-07-05,10,4209.02,NA
V0330,Francia,48,M,Santa Apolonia,Cajamarca,2025-06-03,1,1389.55,Bus
V0331,Argentina,19,F,Huacachina,Ica,2025-08-17,15,2038.02,Bus
V0332,Francia,75,M,Colca,Arequipa,2025-12-15,7,1593.4,Bus
V0333,Colombia,54,M,Machu Picchu,Cusco,2025-07-09,10,1370.85,Bus
V0334,Chile,30,M,Santa Apolonia,Cajamarca,2025-05-23,1,3876.73,Auto particular
V0335,Chile,57,F,Kuelap,Amazonas,2025-06-05,3,3527.11,Bus
V0336,Chile,45,M,Machu Picchu,Cusco,2025-10-02,11,744.95,NA
V0337,Alemania,65,F,Islas Ballestas,Ica,2025-05-10,12,2451.38,Auto particular
V0338,Argentina,33,F,Lago Titicaca,Puno,2025-06-15,12,1004.67,Avión
V0339,Chile,53,M,Kuelap,Amazonas,2025-10-08,3,4033.74,Avión
V0340,Perú,80,M,Kuelap,Amazonas,2025-04-29,1,2644.01,Avión
V0341,España,64,M,Líneas de Nazca,Ica,2025-12-22,5,640.56,NA
V0342,Brasil,43,F,Islas Ballestas,Ica,2025-06-13,8,1106.37,Bus
V0343,EE.UU.,40,M,Machu Picchu,Cusco,2025-04-15,3,3479.25,NA
V0344,Francia,60,M,Colca,Arequipa,2025-09-12,10,648.64,NA
V0345,Perú,79,M,Islas Ballestas,Ica,2025-10-21,5,1382.27,NA
V0346,España,70,M,Machu Picchu,Cusco,2025-12-08,13,278.49,Auto particular
V0347,Chile,45,F,Huacachina,Ica,2025-02-18,14,3769.88,Bus
V0348,Colombia,45,F,Colca,Arequipa,2025-07-11,11,4579.48,Bus
V0349,Colombia,45,M,Kuelap,Amazonas,2025-03-01,8,3900.95,Bus
V0350,Chile,47,M,Colca,Arequipa,2025-06-10,4,2434.55,Auto particular
V0351,Perú,72,M,Colca,Arequipa,2025-06-20,14,4926.69,NA
V0352,EE.UU.,28,M,Santa Apolonia,Cajamarca,2025-10-22,2,611.01,Auto particular
V0353,Perú,57,M,Islas Ballestas,Ica,2025-10-30,4,4211.86,Bus
V0354,Chile,66,F,Santa Apolonia,Cajamarca,2025-01-08,2,819.56,Avión
V0355,Chile,40,F,Chan Chan,La Libertad,2025-05-07,6,2145.96,
V0356,Francia,41,M,Islas Ballestas,Ica,2025-12-23,8,814.19,
V0357,EE.UU.,61,F,Santa Apolonia,Cajamarca,2025-09-21,5,1305.33,
V0358,Chile,45,M,Chan Chan,La Libertad,2025-10-29,4,236.68,
V0359,México,65,M,Colca,Arequipa,2025-07-19,3,4097.68,Avión
V0360,Argentina,52,M,Islas Ballestas,Ica,2025-06-22,4,1028.3,Bus
V0361,Francia,25,F,Líneas de Nazca,Ica,2025-05-19,12,1926.33,Auto particular
V0362,Argentina,63,M,Kuelap,Amazonas,2025-12-30,12,666.15,Auto particular
V0363,México,25,M,Machu Picchu,Cusco,2025-01-10,6,4393.38,NA
V0364,México,56,F,Santa Apolonia,Cajamarca,2025-10-01,3,2505.45,Auto particular
V0365,Francia,68,M,Santa Apolonia,Cajamarca,2025-06-10,10,1075.04,
V0366,Chile,35,F,Islas Ballestas,Ica,2025-01-11,13,4530.23,Avión
V0367,Brasil,51,M,Lago Titicaca,Puno,2025-06-08,15,3228.43,NA
V0368,Francia,34,F,Machu Picchu,Cusco,2025-11-29,12,1269.81,Auto particular
V0369,Colombia,35,M,Kuelap,Amazonas,2025-10-07,8,1081.6,Bus
V0370,Alemania,40,F,Chan Chan,La Libertad,2025-06-19,6,4583.27,Auto particular
V0371,Colombia,63,M,Colca,Arequipa,2025-09-03,12,3303.32,Bus
V0372,EE.UU.,66,F,Cataratas de Gocta,Amazonas,2025-03-22,9,1787.14,Auto particular
V0373,Argentina,55,F,Santa Apolonia,Cajamarca,2025-05-17,1,669.95,
V0374,Perú,19,M,Islas Ballestas,Ica,2025-08-09,8,2230.86,NA
V0375,México,23,F,Chan Chan,La Libertad,2025-11-06,10,2071.09,
V0376,México,58,M,Santa Apolonia,Cajamarca,2025-11-07,15,3112.95,Auto particular
V0377,Colombia,69,M,Huacachina,Ica,2025-06-21,6,2471.48,
V0378,Chile,78,M,Colca,Arequipa,2025-02-12,14,3180.45,Bus
V0379,México,74,M,Colca,Arequipa,2025-02-13,4,3720.04,NA
V0380,Colombia,68,F,Machu Picchu,Cusco,2025-05-03,14,405.1,
V0381,Francia,79,F,Chan Chan,La Libertad,2025-08-22,10,3506.12,Avión
V0382,Alemania,21,M,Islas Ballestas,Ica,2025-12-02,3,4281.95,Auto particular
V0383,México,25,F,Chan Chan,La Libertad,2025-11-24,1,4361.86,Auto particular
V0384,España,74,F,Islas Ballestas,Ica,2025-10-23,2,3392.71,NA
V0385,EE.UU.,80,M,Huacachina,Ica,2025-04-09,1,2795.31,Avión
V0386,Perú,60,M,Lago Titicaca,Puno,2025-09-16,15,2124.08,Bus
V0387,Francia,76,F,Lago Titicaca,Puno,2025-11-20,4,4383.08,
V0388,México,76,M,Cataratas de Gocta,Amazonas,2025-07-21,11,3659.11,Bus
V0389,Perú,36,F,Islas Ballestas,Ica,2025-02-15,10,2537.95,
V0390,Argentina,66,F,Machu Picchu,Cusco,2025-11-08,15,4462.68,Auto particular
V0391,Colombia,79,F,Lago Titicaca,Puno,2025-11-16,2,3671.07,
V0392,México,56,M,Chan Chan,La Libertad,2025-10-31,7,1129.69,NA
V0393,Perú,73,F,Islas Ballestas,Ica,2025-09-13,3,3845.44,NA
V0394,EE.UU.,28,M,Santa Apolonia,Cajamarca,2025-03-03,8,986.22,Bus
V0395,EE.UU.,28,M,Cataratas de Gocta,Amazonas,2025-07-01,13,4404.77,NA
V0396,España,56,M,Islas Ballestas,Ica,2025-10-03,10,1882.01,Auto particular
V0397,España,67,F,Colca,Arequipa,2025-06-23,11,1447.79,Bus
V0398,EE.UU.,50,F,Colca,Arequipa,2025-08-22,6,953.47,Auto particular
V0399,Chile,79,M,Santa Apolonia,Cajamarca,2025-08-22,5,1730.64,Avión
V0400,EE.UU.,25,F,Colca,Arequipa,2025-04-14,15,750.29,Auto particular
V0401,Argentina,80,M,Machu Picchu,Cusco,2025-12-20,5,2739.98,NA
V0402,Brasil,43,F,Islas Ballestas,Ica,2025-06-20,11,3524.52,Bus
V0403,México,19,F,Islas Ballestas,Ica,2025-08-23,2,1090.99,Bus
V0404,Chile,38,M,Huacachina,Ica,2025-05-19,12,2189.57,Auto particular
V0405,Francia,20,F,Machu Picchu,Cusco,2025-10-08,8,1599.39,Bus
V0406,Francia,46,M,Líneas de Nazca,Ica,2025-03-15,11,4771.02,NA
V0407,Colombia,44,M,Islas Ballestas,Ica,2025-01-13,10,3944.65,Avión
V0408,Alemania,59,M,Kuelap,Amazonas,2025-01-26,11,1385.07,Auto particular
V0409,Alemania,61,F,Islas Ballestas,Ica,2025-04-20,11,517.88,Avión
V0410,México,59,F,Huacachina,Ica,2025-10-23,12,3756.56,Auto particular
V0411,Francia,37,M,Líneas de Nazca,Ica,2025-04-19,10,4700.24,Avión
V0412,Alemania,71,M,Huacachina,Ica,2025-10-22,2,2403.23,
V0413,México,73,M,Santa Apolonia,Cajamarca,2025-12-03,3,2269.82,Bus
V0414,Argentina,71,M,Líneas de Nazca,Ica,2025-07-28,4,853.19,Bus
V0415,Alemania,29,F,Líneas de Nazca,Ica,2025-01-17,15,3173.99,Auto particular
V0416,España,73,F,Chan Chan,La Libertad,2025-10-04,5,2285.58,Auto particular
V0417,Colombia,38,M,Cataratas de Gocta,Amazonas,2025-08-14,4,2435.05,Bus
V0418,EE.UU.,60,F,Islas Ballestas,Ica,2025-03-14,13,2526.97,Avión
V0419,España,63,M,Islas Ballestas,Ica,2025-09-13,7,2278.13,
V0420,Brasil,34,M,Machu Picchu,Cusco,2025-08-05,15,3213.06,
V0421,Perú,35,M,Santa Apolonia,Cajamarca,2025-09-20,14,4861.78,
V0422,Chile,37,F,Chan Chan,La Libertad,2025-07-01,2,1439.12,Avión
V0423,EE.UU.,35,F,Huacachina,Ica,2025-02-25,10,754.29,
V0424,España,19,M,Líneas de Nazca,Ica,2025-10-08,13,3556.59,
V0425,EE.UU.,34,M,Huacachina,Ica,2025-04-24,1,2782.98,Avión
V0426,Alemania,24,M,Colca,Arequipa,2025-05-19,6,1296.28,Avión
V0427,Alemania,54,F,Islas Ballestas,Ica,2025-09-04,10,3067.28,Avión
V0428,Argentina,51,F,Islas Ballestas,Ica,2025-06-05,3,2593.47,Avión
V0429,México,24,F,Chan Chan,La Libertad,2025-02-10,1,1255.43,Avión
V0430,España,22,F,Islas Ballestas,Ica,2025-05-03,5,3133.34,Bus
V0431,Colombia,64,F,Machu Picchu,Cusco,2025-02-03,14,226.05,
V0432,México,46,M,Islas Ballestas,Ica,2025-05-14,13,2960.27,NA
V0433,España,20,M,Santa Apolonia,Cajamarca,2025-04-24,7,3587.01,NA
V0434,México,59,M,Líneas de Nazca,Ica,2025-09-13,6,4803.19,NA
V0435,España,36,F,Chan Chan,La Libertad,2025-01-05,6,2213.63,
V0436,EE.UU.,52,F,Islas Ballestas,Ica,2025-07-18,7,1571.49,Auto particular
V0437,EE.UU.,45,F,Huacachina,Ica,2025-04-27,12,4182.62,Bus
V0438,Alemania,53,F,Islas Ballestas,Ica,2025-08-09,11,4997.29,Bus
V0439,Chile,33,F,Huacachina,Ica,2025-12-30,9,3874.09,Auto particular
V0440,España,19,F,Santa Apolonia,Cajamarca,2025-06-25,1,4123.79,Auto particular
V0441,Alemania,63,F,Machu Picchu,Cusco,2025-10-07,11,2175.41,Bus
V0442,Chile,50,M,Islas Ballestas,Ica,2025-10-01,14,4805.46,
V0443,Colombia,60,M,Kuelap,Amazonas,2025-06-15,1,740.39,Bus
V0444,Alemania,41,M,Cataratas de Gocta,Amazonas,2025-03-06,6,2291.76,Auto particular
V0445,Brasil,61,F,Machu Picchu,Cusco,2025-05-23,12,2637.69,Avión
V0446,Colombia,19,M,Machu Picchu,Cusco,2025-01-21,7,326.09,Bus
V0447,Brasil,20,M,Kuelap,Amazonas,2025-12-16,11,2912.78,NA
V0448,Perú,33,M,Santa Apolonia,Cajamarca,2025-08-28,15,1645.49,Bus
V0449,Perú,73,F,Cataratas de Gocta,Amazonas,2025-08-13,2,4605.24,NA
V0450,Perú,29,M,Lago Titicaca,Puno,2025-05-23,11,2629.17,NA
V0451,Alemania,47,M,Colca,Arequipa,2025-02-26,7,1575.12,Avión
V0452,México,64,M,Islas Ballestas,Ica,2025-04-16,3,636.45,
V0453,España,36,F,Kuelap,Amazonas,2025-12-21,10,1744.13,NA
V0454,Brasil,36,M,Líneas de Nazca,Ica,2025-07-25,4,2904.31,Bus
V0455,Argentina,23,F,Cataratas de Gocta,Amazonas,2025-02-07,5,2136.6,NA
V0456,Brasil,53,M,Lago Titicaca,Puno,2025-08-31,8,3712.0,
V0457,Colombia,41,F,Machu Picchu,Cusco,2025-07-10,4,381.76,NA
V0458,Colombia,67,F,Huacachina,Ica,2025-02-14,8,2477.32,Auto particular
V0459,España,52,F,Lago Titicaca,Puno,2025-10-20,13,2510.45,Auto particular
V0460,Argentina,78,F,Santa Apolonia,Cajamarca,2025-09-05,1,1742.56,Avión
V0461,Argentina,62,M,Islas Ballestas,Ica,2025-06-29,11,1946.67,Avión
V0462,España,63,F,Huacachina,Ica,2025-05-17,15,2633.98,Bus
V0463,Perú,77,M,Islas Ballestas,Ica,2025-01-07,11,1769.92,NA
V0464,Francia,23,F,Cataratas de Gocta,Amazonas,2025-01-09,8,1530.79,Bus
V0465,Argentina,71,F,Santa Apolonia,Cajamarca,2025-11-18,12,2732.75,Bus
V0466,EE.UU.,34,M,Santa Apolonia,Cajamarca,2025-05-05,11,415.91,Avión
V0467,Colombia,66,M,Kuelap,Amazonas,2025-11-18,3,267.94,Auto particular
V0468,Alemania,57,F,Colca,Arequipa,2025-04-06,13,2070.47,
V0469,Chile,41,F,Líneas de Nazca,Ica,2025-08-13,1,2770.25,Auto particular
V0470,Alemania,73,M,Kuelap,Amazonas,2025-02-18,14,563.92,NA
V0471,Perú,67,M,Lago Titicaca,Puno,2025-01-31,14,4510.26,Auto particular
V0472,España,48,F,Líneas de Nazca,Ica,2025-09-25,13,2005.93,Bus
V0473,Chile,42,F,Santa Apolonia,Cajamarca,2025-10-29,13,1128.25,Bus
V0474,Alemania,64,F,Machu Picchu,Cusco,2025-11-25,12,3157.8,Avión
V0475,Chile,58,F,Machu Picchu,Cusco,2025-05-08,12,4422.11,Avión
V0476,EE.UU.,24,M,Chan Chan,La Libertad,2025-05-23,10,4858.77,Avión
V0477,México,40,M,Machu Picchu,Cusco,2025-09-07,8,988.3,
V0478,España,42,F,Santa Apolonia,Cajamarca,2025-12-08,6,2238.62,Avión
V0479,Colombia,77,M,Chan Chan,La Libertad,2025-09-24,6,643.62,NA
V0480,México,76,F,Cataratas de Gocta,Amazonas,2025-06-12,11,369.95,Bus
V0481,Chile,60,M,Islas Ballestas,Ica,2025-06-23,4,4147.5,Auto particular
V0482,Chile,49,M,Islas Ballestas,Ica,2025-03-15,7,1795.92,Avión
V0483,México,65,M,Kuelap,Amazonas,2025-04-26,9,2324.54,Avión
V0484,México,20,F,Chan Chan,La Libertad,2025-09-21,10,3457.99,Auto particular
V0485,Brasil,44,M,Huacachina,Ica,2025-08-20,12,3788.25,Bus
V0486,EE.UU.,69,M,Cataratas de Gocta,Amazonas,2025-12-10,15,3323.14,Avión
V0487,Colombia,52,M,Chan Chan,La Libertad,2025-08-22,3,1443.44,Bus
V0488,Colombia,53,F,Líneas de Nazca,Ica,2025-10-17,6,4648.81,Avión
V0489,México,48,F,Machu Picchu,Cusco,2025-03-06,13,3270.61,
V0490,Colombia,61,M,Kuelap,Amazonas,2025-12-14,9,2995.91,NA
V0491,Colombia,70,F,Chan Chan,La Libertad,2025-07-31,2,1818.47,Avión
V0492,EE.UU.,56,M,Cataratas de Gocta,Amazonas,2025-02-20,6,2395.56,NA
V0493,Perú,29,F,Líneas de Nazca,Ica,2025-11-10,10,2032.55,NA
V0494,Francia,62,M,Cataratas de Gocta,Amazonas,2025-02-19,13,2277.16,Bus
V0495,México,39,F,Cataratas de Gocta,Amazonas,2025-07-21,5,1570.05,
V0496,Chile,53,M,Líneas de Nazca,Ica,2025-02-28,14,2841.85,Auto particular
V0497,Argentina,67,F,Cataratas de Gocta,Amazonas,2025-05-16,15,558.8,Auto particular
V0498,Colombia,74,M,Huacachina,Ica,2025-01-01,2,2581.67,Bus
V0499,Argentina,76,F,Kuelap,Amazonas,2025-03-05,6,1157.77,Bus
V0500,Alemania,30,F,Lago Titicaca,Puno,2025-09-15,7,4189.17,Avión
V0501,España,77,M,Chan Chan,La Libertad,2025-11-08,9,972.15,
V0502,EE.UU.,40,F,Cataratas de Gocta,Amazonas,2025-08-02,7,1935.6,Avión
V0503,Francia,58,F,Huacachina,Ica,2025-05-30,14,3674.21,NA
V0504,Francia,58,F,Islas Ballestas,Ica,2025-02-12,6,3270.49,Auto particular
V0505,España,54,M,Huacachina,Ica,2025-07-13,2,660.09,NA
V0506,Perú,39,M,Colca,Arequipa,2025-07-26,10,3865.68,Avión
V0507,Chile,29,M,Kuelap,Amazonas,2025-05-09,4,1801.77,Bus
V0508,EE.UU.,74,M,Líneas de Nazca,Ica,2025-08-08,3,3117.14,
V0509,Francia,47,M,Colca,Arequipa,2025-07-08,14,3097.98,NA
V0510,México,77,M,Chan Chan,La Libertad,2025-08-15,5,440.7,
V0511,México,42,F,Lago Titicaca,Puno,2025-05-26,8,3007.06,Bus
V0512,Brasil,47,M,Santa Apolonia,Cajamarca,2025-02-07,13,3671.87,Avión
V0513,Colombia,44,M,Huacachina,Ica,2025-11-25,8,1204.92,Bus
V0514,México,58,F,Kuelap,Amazonas,2025-01-11,8,2887.64,Bus
V0515,Chile,36,M,Cataratas de Gocta,Amazonas,2025-11-15,13,3814.8,Bus
V0516,Alemania,68,F,Cataratas de Gocta,Amazonas,2025-05-14,3,4410.78,
V0517,Brasil,65,F,Cataratas de Gocta,Amazonas,2025-12-18,6,3169.03,
V0518,Colombia,18,M,Santa Apolonia,Cajamarca,2025-08-23,12,2174.92,NA
V0519,Francia,58,M,Cataratas de Gocta,Amazonas,2025-10-23,6,4887.01,NA
V0520,México,26,M,Cataratas de Gocta,Amazonas,2025-01-10,8,2067.39,NA
V0521,Alemania,49,M,Cataratas de Gocta,Amazonas,2025-11-23,13,4282.94,
V0522,Francia,44,F,Santa Apolonia,Cajamarca,2025-05-20,6,594.79,Auto particular
V0523,Colombia,67,M,Machu Picchu,Cusco,2025-04-23,15,617.82,
V0524,Perú,51,M,Chan Chan,La Libertad,2025-06-14,13,2668.58,Avión
V0525,Perú,43,F,Chan Chan,La Libertad,2025-05-12,7,3112.74,
V0526,Francia,33,F,Colca,Arequipa,2025-07-31,11,4662.57,Bus
V0527,Colombia,76,M,Santa Apolonia,Cajamarca,2025-04-17,7,1784.04,Auto particular
V0528,Argentina,33,M,Islas Ballestas,Ica,2025-02-17,8,1801.45,Avión
V0529,Brasil,35,F,Chan Chan,La Libertad,2025-07-13,12,4352.71,Auto particular
V0530,Chile,25,F,Líneas de Nazca,Ica,2025-09-22,6,4404.63,
V0531,México,74,F,Colca,Arequipa,2025-10-06,3,1978.38,Auto particular
V0532,Chile,67,M,Huacachina,Ica,2025-11-09,12,4737.95,NA
V0533,Chile,69,M,Machu Picchu,Cusco,2025-01-30,3,4086.07,Auto particular
V0534,Chile,69,M,Líneas de Nazca,Ica,2025-04-01,15,1821.6,
V0535,Chile,24,F,Huacachina,Ica,2025-03-05,14,3004.28,Bus
V0536,Brasil,78,F,Chan Chan,La Libertad,2025-11-09,5,3706.32,Avión
V0537,Colombia,66,M,Islas Ballestas,Ica,2025-11-23,4,775.87,NA
V0538,Francia,30,F,Machu Picchu,Cusco,2025-06-13,8,2235.64,NA
V0539,Francia,78,F,Lago Titicaca,Puno,2025-06-13,14,4086.49,NA
V0540,EE.UU.,61,M,Chan Chan,La Libertad,2025-07-14,15,4938.43,Auto particular
V0541,Perú,38,F,Líneas de Nazca,Ica,2025-01-30,11,1147.81,NA
V0542,Francia,76,M,Santa Apolonia,Cajamarca,2025-11-08,15,1482.29,Auto particular
V0543,España,34,M,Islas Ballestas,Ica,2025-10-01,1,3208.6,Bus
V0544,EE.UU.,52,F,Kuelap,Amazonas,2025-03-16,9,4295.44,
V0545,Brasil,78,M,Islas Ballestas,Ica,2025-06-21,5,4482.01,Avión
V0546,México,57,F,Lago Titicaca,Puno,2025-12-29,8,4867.38,
V0547,Colombia,80,M,Colca,Arequipa,2025-08-29,6,4074.67,Avión
V0548,México,49,F,Líneas de Nazca,Ica,2025-11-17,12,881.86,NA
V0549,España,67,M,Islas Ballestas,Ica,2025-08-23,13,3522.31,Auto particular
V0550,Alemania,66,F,Líneas de Nazca,Ica,2025-07-12,7,4126.91,
V0551,Francia,78,M,Líneas de Nazca,Ica,2025-09-23,15,863.98,Bus
V0552,Colombia,22,M,Kuelap,Amazonas,2025-08-01,2,1891.9,Bus
V0553,España,45,M,Chan Chan,La Libertad,2025-08-22,12,2578.59,Avión
V0554,Alemania,73,M,Islas Ballestas,Ica,2025-06-04,9,791.45,NA
V0555,Chile,40,M,Huacachina,Ica,2025-05-05,4,1412.42,NA
V0556,Argentina,24,M,Machu Picchu,Cusco,2025-10-16,11,2797.65,NA
V0557,Alemania,38,M,Machu Picchu,Cusco,2025-07-17,9,3358.96,Bus
V0558,Colombia,18,M,Islas Ballestas,Ica,2025-10-03,10,2364.59,Avión
V0559,Argentina,78,F,Santa Apolonia,Cajamarca,2025-01-29,9,4203.61,NA
V0560,Perú,67,F,Cataratas de Gocta,Amazonas,2025-05-08,2,732.51,NA
V0561,Argentina,48,F,Lago Titicaca,Puno,2025-08-06,11,1920.18,Bus
V0562,Argentina,19,M,Cataratas de Gocta,Amazonas,2025-04-06,6,1386.37,Bus
V0563,Brasil,80,M,Chan Chan,La Libertad,2025-03-09,15,879.77,Auto particular
V0564,México,57,M,Islas Ballestas,Ica,2025-07-03,4,1981.69,
V0565,México,39,M,Cataratas de Gocta,Amazonas,2025-01-24,15,1010.78,
V0566,Argentina,50,M,Chan Chan,La Libertad,2025-02-17,9,2038.89,Auto particular
V0567,EE.UU.,76,F,Colca,Arequipa,2025-05-27,3,1203.39,Bus
V0568,Argentina,51,M,Kuelap,Amazonas,2025-07-10,1,4168.32,Bus
V0569,EE.UU.,71,M,Islas Ballestas,Ica,2025-06-30,8,568.57,Bus
V0570,Francia,60,F,Machu Picchu,Cusco,2025-08-16,8,1116.81,
V0571,Alemania,78,M,Colca,Arequipa,2025-04-23,7,3400.05,Auto particular
V0572,Brasil,33,M,Kuelap,Amazonas,2025-04-18,10,1442.3,Avión
V0573,Brasil,74,F,Santa Apolonia,Cajamarca,2025-11-10,14,1316.17,Bus
V0574,Brasil,39,M,Kuelap,Amazonas,2025-01-26,3,3548.5,NA
V0575,Argentina,45,M,Cataratas de Gocta,Amazonas,2025-05-01,15,4822.14,Auto particular
V0576,Alemania,25,F,Colca,Arequipa,2025-09-22,9,1151.96,Bus
V0577,EE.UU.,68,M,Kuelap,Amazonas,2025-05-27,9,4201.73,
V0578,Alemania,69,F,Huacachina,Ica,2025-03-22,6,2597.12,Avión
V0579,Francia,40,F,Islas Ballestas,Ica,2025-11-23,8,3701.3,Auto particular
V0580,México,61,F,Colca,Arequipa,2025-08-23,10,2758.6,Auto particular
V0581,Chile,48,F,Islas Ballestas,Ica,2025-04-24,6,695.47,
V0582,México,43,F,Santa Apolonia,Cajamarca,2025-05-26,4,1733.88,NA
V0583,Argentina,61,F,Chan Chan,La Libertad,2025-01-17,1,4953.69,NA
V0584,Argentina,64,F,Colca,Arequipa,2025-06-29,9,988.85,Avión
V0585,EE.UU.,24,M,Chan Chan,La Libertad,2025-10-02,4,3699.9,Avión
V0586,Brasil,75,M,Santa Apolonia,Cajamarca,2025-06-05,8,1940.44,Avión
V0587,Francia,80,F,Líneas de Nazca,Ica,2025-07-30,12,4380.98,Bus
V0588,EE.UU.,64,M,Islas Ballestas,Ica,2025-12-17,10,3091.69,Auto particular
V0589,Perú,41,M,Colca,Arequipa,2025-12-25,9,882.14,Avión
V0590,Chile,42,F,Machu Picchu,Cusco,2025-08-21,15,1147.58,
V0591,Chile,18,F,Colca,Arequipa,2025-07-27,8,3531.83,Avión
V0592,México,32,M,Santa Apolonia,Cajamarca,2025-03-01,10,4720.06,NA
V0593,Francia,27,F,Huacachina,Ica,2025-05-26,12,2462.19,NA
V0594,Brasil,31,F,Santa Apolonia,Cajamarca,2025-03-11,5,1338.34,Auto particular
V0595,Francia,74,F,Colca,Arequipa,2025-02-25,11,900.25,
V0596,Brasil,46,M,Líneas de Nazca,Ica,2025-03-02,1,889.97,NA
V0597,Francia,34,M,Chan Chan,La Libertad,2025-01-25,4,2109.31,
V0598,Alemania,18,F,Colca,Arequipa,2025-11-20,12,4713.87,Avión
V0599,Argentina,30,M,Líneas de Nazca,Ica,2025-06-03,2,2754.14,Bus
V0600,Francia,44,M,Machu Picchu,Cusco,2025-02-11,6,618.05,
V0601,EE.UU.,23,F,Kuelap,Amazonas,2025-03-23,11,4206.35,NA
V0602,Brasil,65,M,Huacachina,Ica,2025-07-23,13,3094.99,NA
V0603,España,74,F,Colca,Arequipa,2025-03-25,2,4950.95,Bus
V0604,Colombia,35,F,Colca,Arequipa,2025-02-23,1,906.98,Bus
V0605,Colombia,71,M,Líneas de Nazca,Ica,2025-08-12,9,4016.84,
V0606,Brasil,51,M,Machu Picchu,Cusco,2025-09-28,2,1780.08,NA
V0607,Argentina,25,F,Santa Apolonia,Cajamarca,2025-06-03,8,3049.67,
V0608,Chile,53,M,Santa Apolonia,Cajamarca,2025-05-16,13,1418.87,Avión
V0609,Argentina,56,F,Líneas de Nazca,Ica,2025-11-25,9,4612.67,Auto particular
V0610,Alemania,56,M,Santa Apolonia,Cajamarca,2025-12-24,2,4528.88,Avión
V0611,Chile,44,M,Chan Chan,La Libertad,2025-10-29,6,1525.37,Auto particular
V0612,Alemania,24,F,Líneas de Nazca,Ica,2025-09-03,15,2625.3,NA
V0613,EE.UU.,32,M,Cataratas de Gocta,Amazonas,2025-09-08,5,1177.31,Auto particular
V0614,Argentina,78,F,Colca,Arequipa,2025-12-21,13,4145.72,NA
V0615,Colombia,31,F,Islas Ballestas,Ica,2025-03-04,14,3591.75,
V0616,España,79,M,Huacachina,Ica,2025-07-09,4,1533.44,
V0617,Colombia,54,F,Líneas de Nazca,Ica,2025-10-20,7,3256.03,Bus
V0618,Perú,73,F,Huacachina,Ica,2025-06-22,1,2217.67,Bus
V0619,EE.UU.,28,F,Huacachina,Ica,2025-04-19,6,4157.23,NA
V0620,Brasil,79,F,Santa Apolonia,Cajamarca,2025-10-26,15,3913.6,NA
V0621,Chile,48,M,Lago Titicaca,Puno,2025-08-19,11,2316.27,Avión
V0622,Argentina,50,F,Líneas de Nazca,Ica,2025-03-02,4,4000.82,Auto particular
V0623,Chile,29,M,Santa Apolonia,Cajamarca,2025-07-09,10,3861.96,NA
V0624,Brasil,30,F,Líneas de Nazca,Ica,2025-01-15,5,393.08,Auto particular
V0625,Chile,78,F,Huacachina,Ica,2025-06-27,2,4803.31,NA
V0626,Colombia,64,F,Santa Apolonia,Cajamarca,2025-10-13,4,3384.46,Avión
V0627,Argentina,48,M,Chan Chan,La Libertad,2025-01-10,4,369.7,Bus
V0628,Perú,72,M,Huacachina,Ica,2025-11-06,2,987.62,Avión
V0629,España,63,M,Islas Ballestas,Ica,2025-12-16,11,1440.34,Bus
V0630,EE.UU.,21,M,Líneas de Nazca,Ica,2025-08-17,4,2919.74,Auto particular
V0631,Francia,75,F,Huacachina,Ica,2025-10-16,10,4092.9,
V0632,Perú,20,F,Colca,Arequipa,2025-01-22,14,1143.73,NA
V0633,Colombia,79,F,Kuelap,Amazonas,2025-12-03,1,2324.8,Avión
V0634,Francia,21,M,Cataratas de Gocta,Amazonas,2025-09-20,6,3365.11,Bus
V0635,México,62,F,Islas Ballestas,Ica,2025-09-01,2,3713.46,
V0636,Alemania,53,F,Huacachina,Ica,2025-05-13,2,888.79,Avión
V0637,Argentina,80,F,Huacachina,Ica,2025-04-16,4,3123.39,Bus
V0638,Perú,66,M,Lago Titicaca,Puno,2025-09-06,8,3444.82,Bus
V0639,Alemania,37,M,Huacachina,Ica,2025-02-21,2,2356.98,Bus
V0640,Perú,36,F,Santa Apolonia,Cajamarca,2025-02-17,13,3322.83,Auto particular
V0641,Brasil,40,F,Huacachina,Ica,2025-06-07,13,4734.44,Avión
V0642,Alemania,56,M,Islas Ballestas,Ica,2025-06-02,1,214.9,Auto particular
V0643,Alemania,80,M,Colca,Arequipa,2025-01-08,7,4817.78,NA
V0644,Perú,23,M,Líneas de Nazca,Ica,2025-12-30,13,775.96,Auto particular
V0645,Colombia,21,M,Colca,Arequipa,2025-07-19,14,4103.47,NA
V0646,Colombia,62,F,Kuelap,Amazonas,2025-06-11,11,1931.63,Bus
V0647,España,62,F,Islas Ballestas,Ica,2025-06-28,10,3603.25,NA
V0648,Brasil,73,M,Santa Apolonia,Cajamarca,2025-07-11,12,3299.52,Bus
V0649,Perú,76,M,Huacachina,Ica,2025-06-02,2,597.17,Auto particular
